sku,name,step,price_before_rub,price_after_rub,pv,inci,url,currency,region,source_category
R00335,Атоми Ивнинг Кеар Маска | Atomy Russia,,850,750,3000,,https://www.atomy.ru/product/R00335,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R00355,Атоми Ивнинг Кеар Набор | Atomy Russia,,3200,2900,12000,,https://www.atomy.ru/product/R00355,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R00400,Атоми Блеск для Губ | Atomy Russia,,1000,900,4500,"Hydrogenated polyisobutene, diisostearyl malate, phytosteryl/isostearyl yl/cetyl/stearyl/behenyl dimer dilinoleate, pentaerythrityl tetraisostearate, polyethylene, ethylhexyl methoxycinnamate, jojoba esters, tridecyl trimellitate, dipentaerythrityl hexahydroxystearate/hexastearate/hexarosinate, caprylyl methicone, trioctyldodecyl citrate, octyldodecanol, microcrystalline wax, ethylhexyl salicylate, glyceryl behenate/eicosadioate, ceresin, phenoxyethanol, caprylyl glycol, fragrance, butyrospermum parkii (shea) butter, glyceryl caprylate, red 27(ci 45410:1), titanium dioxide, red 6(ci 15850), red 7 lake, persea gratissima (avocado) oil, rosa canina fruit oil, rosa damascena flower oil.",https://www.atomy.ru/product/R00400,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003387&sortType=POPULAR
R00460,Атоми Бальзам для Губ | Atomy Russia,,450,400,2000,"Petroleum, octyldodecanol, diisostearyl malate, butyrospermum parkii, (shea) butter, jojoba esters, polyethylene, olea europaea (olive) fruit oil, hydrogenated polyisobutene, meadowfoam delta-lactone, microcrystalline wax, ceresin, hydrogenated coco-glycerides, euphorbia cerifera (candelilla) wax, polyglyceryl-2, triisostearate, prunus amygdalus dulcis (sweet, almond) oil, phenoxyethanol, caprylyl glycol, fragrance, glyceryl, caprylate, mangifera, indica (mango) seed butter, tocopheryl acetate, sodium saccharin, persea gratissima(avocado) oil, rosa canina fruit oil, rosa damascena flower oil.",https://www.atomy.ru/product/R00460,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003387&sortType=POPULAR
R00464,Атоми Морские патчи для глаз | Atomy Russia,,1550,1400,9000,"Aqua/water/eau, glycerin, niacinamide, carrageenan, oyster shell extract, sea sili extract, undaria pinnatifida extract, hizikia fusiforme extract, medicago sativa (alfalfa) extract, ecklonia cava extract, gelidium cartilagineum extract, actinidia polygama fruit extract, viola mandshurica flower extract, hydrolyzed collagen, silt, laminaria japonica extract, camellia sinensis leaf extract, ginkgo biloba leaf extract, triticum vulgare (wheat) sprout extract, camellia japonica leaf extract, brassica oleracea italica (broccoli) sprout extract, eruca sativa leaf extract, 1,2-hexanediol, butylene glycol, centella asiatica extract, ficus carica (fig) fruit extract, eclipta prostrata leaf extract, acmella oleracea extract, ulmus davidiana root extract, amaranthus caudatus seed extract, sodium hyaluronate, hydrogenated lecithin, ceratonia siliqua (carob) gum, algin, potassium chloride, glucomannan, xanthan gum, dextrin, allantoin, dipotassium glycyrrhizate, adenosine sucrose, disodium edta, fructooligosaccharides, beta-glucan, hydrolyzed hyaluronic acid, ceramide np, fragrance(parfum), sargassum fulvellum extract, hydroxyacetophenone, gardenia florida fruit extract, theobroma cacao (cocoa seed extract.",https://www.atomy.ru/product/R00464,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R00465,Атоми Дейли Маска Увлажнение | Atomy Russia,,1000,900,4000,"Aqua/water/eau, glycerin, dipropylene glycol, betaine, beta-glucan, sodium hyaluronate, sea water, panthenol, bifida ferment lysate, centella asiatica extract, ficus carica (fig) fruit extract, cetraria islandica extract, camellia sinensis leaf extract, phellinus linteus extract, hydrogenated lecithin, trehalose, polyglyceryl-10 laurate, carbomer, tromethamine, disodium edta, ceramide np, 1,2-hexanediol, fragrance(parfum), hydroxyacetophenone.",https://www.atomy.ru/product/R00465,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R00466,Атоми Дейли Маска Улучшающая цвет лица | Atomy Russia,,1000,900,4000,"Aqua/water/eau, glycerin, propanediol, oryza sativa (rice) germ extract, niacinamide, hippophae rhamnoides fruit extract, methylpropanediol, glutathione, bifida ferment lysate, panthenol, centella asiatica extract, ficus carica (fig) fruit extract, cetraria islandica extract, camellia sinensis leaf extract, phellinus linteus extract, hydrogenated lecithin, betaine, polyglyceryl-10 laurate, acrylates/c10-30 alkyl acrylate crosspolymer, tromethamine, allantoin, disodium edta, ceramide np, 1,2-hexanediol, fragrance(parfum), hydroxyacetophenone.",https://www.atomy.ru/product/R00466,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R00467,Атоми Дейли Маска Питание и Упругость | Atomy Russia,,1000,900,4000,"Aqua/water/eau, dipropylene glycol, aloe barbadensis leaf extract, betaine, soluble collagen, oligopeptide-1, camellia sinensis leaf extract, saccharomyces ferment filtrate, bifida ferment lysate, panthenol, adenosine, centella asiatica extract, ficus carica (fig) fruit extract, cetraria islandica extract, phellinus linteus extract, hydrogenated lecithin, polyglyceryl-10 laurate, carbomer, tromethamine, allantoin, disodium edta, ceramide np, 1,2-hexanediol, fragrance(parfum), hydroxyacetophenone.",https://www.atomy.ru/product/R00467,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R00471,Атоми Нежная эко-пенка для умывания | Atomy Russia,,900,800,4500,"Water, cocamidopropyl betaine, camellia sinensis leaf water, decyl glucoside, lauryl glucoside, sodium lauryl glucose carboxylate, sodium benzoate, citric acid, citrus grandis (grapefruit) fruit extract, hamamelis virginiana flower water.",https://www.atomy.ru/product/R00471,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R00481,Атоми Майлд Клензинг | Atomy Russia,,1300,1200,6000,"Aqua/water/eau, butylene glycol, peg-6 caprylic/capric glycerides, dipropylene glycol, ulmus davidiana root extract, amaranthus caudatus seed extract, centella asiatica extract, ficus carica (fig) fruit exiract, lippia citriodora leaf extract, phellinus linteus/rice ferment extract, lavandula angustifolia (lavender) extract, rosmarinus officinalis (rosemary) leaf extract, althaea officinalis leaf/root extract, ocimum basilicum (basil) flower/leaf extract, houttuynia cordata extract, anthemis nobilis flower extract, foeniculum vulgare (fennel) fruit extract, citrus madurensis fruit extract, camellia sinensis leaf water, anthemis nobilis flower water, pyrus malus (apple) fruit water, hydrogenated lecithin, sodium citrate, disodium edta, citric acid, ceramide np, fragrance(parfum), phenoxyethanol, ethylhexylglycerin, limonene, hexyl cinnamal, linalool, benzyl benzoate.",https://www.atomy.ru/product/R00481,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R00482,Атоми Гидрофильное масло | Atomy Russia,,1900,1700,8500,"Ethylhexyl palmitate, cetearyl ethylhexanoate, sorbeth-30 tetraoleate, polybutene, helianthus annuus (sunflower) seed oil, dicaprylyl ether, isohexadecane, hydrogenated polydecene, isononyl isononanoate, sorbitan sesquioleate, caprylic/capric triglyceride, undecane, bis-ethoxydiglycol cyclohexane 1,4- dicarboxylate, tridecane, 1,2-hexanediol, fragrance, pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, argania spinosa kernel oil, camellia japonica seed oil, camellia sinensis seed oil, macadamia integrifolia seed oil, olea europaea (olive) fruit oil, simmondsia chinensis (jojoba) seed oil, moringa oleifera seed oil, monascus extract, tocopherol, water, butylene glycol, oenothera biennis (evening primrose) flower extract, pinus palustris leaf extract, pueraria lobata root extract, ulmus davidiana root extract, oryza sativa (rice) germ extract.",https://www.atomy.ru/product/R00482,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R00483,Атоми Спрей мгновенной красоты | Atomy Russia,,1300,1200,6000,"Laurus nobilis leaf water, 1,2-hexanediol, Glycerin, Caprylic/capric triglyceride, Water, Hydrogenated lecithin, Ceramide NP, Cholesterol",https://www.atomy.ru/product/R00483,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R00485,Атоми Двухфазное средство для снятия макияжа | Atomy Russia,,1100,1000,4500,"Water, isohexadecane, isododecane, pentylene glycol, methylpropanediol, caprylic/capric triglyceride, sodium chloride, hydroxyacetophenone, centaurea cyanus flower water, dipotassium glycyrrhizate, allantoin, sodium citrate, pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, caprylyl/capryl glucoside, anthemis nobilis flower extract, ethylhexylglycerin, citric acid, propylene glycol, camellia sinensis leaf water, butylene glycol, melia azadirachta leaf extract, melia azadirachta flower extract, polyquaternium-51, 1,2-hexanediol, coccinia indica fruit extract, aloe barbadensis flower extract, solanum melongena (eggplant) fruit extract, simmondsia chinensis (jojoba) seed oil, phenoxyethanol, corallina officinalis extract, curcuma longa (turmeric) root extract, ocimum sanctum leaf extract, tocopherol.",https://www.atomy.ru/product/R00485,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R00486,Атоми Абсолют сыворотка-мист | Atomy Russia,,2000,1800,12000,,https://www.atomy.ru/product/R00486,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R00490,Атоми Крем-мист | Atomy Russia,,1450,1300,8000,"Water, propanediol, pentylene glycol, glycerin, diphenyl dimethicone, triethylhexanoin, betaine, trehalose, centella asiatica extract, ficus carica (fig) fruit extract, polyglyceryl-10 myristate, octyldodeceth-16, hydroxyacetophenone, camellia sinensis leaf water, butylene glycol, goat milk extract, sodium citrate, ethylhexylglycerin, eclipta prostrata leaf extract, laminaria japonica extract, citric acid, methylpropanediol, hydrogenated lecithin, dipotassium glycyrrhizate, disodium EDTA, 1,2-hexanediol, rose extract, vanilla planifolia fruit extract, pimpinella anisum (anise) fruit extract, amaranthus caudatus seed extract, ulmus davidiana root extract, avena sativa (oat) kernel extract, cynara scolymus (artichoke) leaf extract, polyquaternium-51, beta-glucan, pyrus communis (pear) fruit extract, ceramide np, fructooligosaccharides, hedera helix (ivy) leaf/stem extract, hydrolyzed hyaluronic acid, santalum album (sandalwood) wood extract.",https://www.atomy.ru/product/R00490,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R00528,Атоми Шампунь и гель для душа для мужчин | Atomy Russia,,1550,1400,6000,"Aqua/water/eau, potassium laurate, disodium cocoamphodiacetate, sodium myristoyl sarcosinate, lauryl hydroxysultaine, potassium myristate, lauryl betaine, 1,2-hexanediol, fragrance(parfum), althaea officinalis leaf/root extract, ocimum basilicum (basil) flower/leaf extract, houttuynia cordata extract, anthemis nobilis flower extract, foeniculum vulgare (fennel) leaf extract, centella asiatica extract, monarda didyma leaf extract, commiphora myrrha resin extract, usnea barbata (lichen) extract, sodium chloride, propanediol, disodium edta.",https://www.atomy.ru/product/R00528,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003371&sortType=POPULAR
R00529,Атоми Очищение для мужчин | Atomy Russia,,1000,900,4000,,https://www.atomy.ru/product/R00529,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R00549,Атоми Фэйм Дорожный набор | Atomy Russia,,3500,3200,14000,"Aqua/water/eau, pyrus malus (apple) fruit water, betaine, glycerin, 1,2-hexanediol, methylpropanediol, houttuynia cordata extract, lavandula angustifolia (lavender) extract, rosmarinus officinalis (rosemary) leaf extract, ocimum basilicum (basil) flower/leaf extract, anthemis nobilis flower extract, foeniculum vulgare (fennel) fruit extract, centella asiatica extract, ficus carica (fig) fruit extract, diospyros kaki leaf extract, portulaca oleracea extract, laminaria japonica extract, eclipta prostrata leaf extract, phellinus linteus extract, cordyceps sinensis extract, sparassis crispa extract, ulmus davidiana root extract, amaranthus caudatus seed extract, camellia sinensis leaf extract, camellia sinensis leaf water, aloe barbadensis leaf juice, hydrogenated lecithin, argania spinosa kernel oil, sodium hyaluronate, polyglyceryl-10 laurate, carbomer, dipropylene glycol, diphenyl dimethicone, triethylexanoin, tromethamine, butylene glycol, panthenol, biosaccharide gum-1, tocopheryl acetate, beta glucan, dimethicone, squalane, hydrogenated polyisobutene, dipotassium glycyrrhizate, bifida ferment lysate, polyglyceryl- 10 myristate, isononyl isononandate, polyglyceryl-10 stearate, disodium edta, caprylic/capric triglyceride, cetearyl alcohol, stearic acid, butyrospermum park shea butter, polyglyceryl-2 dipolyhydroxystearate, fructooligosaccharides, lecithin, cellulose gum, ceramide np. Hydrovized hyaluronic acid, inulin lauryl carbamate, disodium steardyl glutamate sodium hyaluronate crosspolymer, hvaluronic acid, palmitoyl pentapeptide 4, hydrolyzed sodium hyalurginate polysorbate 20, fragranance, pentylene glycol, ethylmexylglicerin.",https://www.atomy.ru/product/R00549,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R00553,Атоми Дорожный Набор 6 | Atomy Russia,,1000,900,3000,,https://www.atomy.ru/product/R00553,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R00746,Атоми Тонер для Мужчин | Atomy Russia,,1550,1400,9000,"Water, althaea officinalis leaf/root extract, anthemis nobilis flower extract, foeniculum vulgare (fennel) leaf extract, houttuynia cordata extract, ocimum basilicum (basil) flower/leaf extract, propanediol, centella asiatica extract, 1,2-hexanediol, fragrance, hydroxyacetophenone, ficus carica (fig) fruit extract, glyceryl glucoside, butylene glycol, c12-14 pareth-12, ethylhexylglycerin, octyldodeceth-16, disodium edta, carbomer, tromethamine, hydrogenated lecithin, glycerin, amaranthus caudatus seed extract, ulmus davidiana root extract, ceramide np, limonene, linalool, benzyl salicylate, hydrogenated lecithin, beta-glucan, cellulose gum, disodium edta, sodium hyaluronate, acmella oleracea extract, hydrolyzed hyaluronic acid, amaranthus caudatus seed extract, ulmus davidiana root extract, pentylene glycol, myristic acid, ceramide np, sodium hyaluronate crosspolymer, hyaluronic acid, hydrolyzed sodium hyaluronate.",https://www.atomy.ru/product/R00746,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003371&sortType=POPULAR
R00749,Атоми Набор для мужчин | Atomy Russia,,4900,4400,33000,"Water, althaea officinalis leaf/root extract, anthemis nobilis flower extract, foeniculum vulgare (fennel) leaf extract, houttuynia cordata extract, ocimum basilicum (basil) flower/leaf extract, propanediol, centella asiatica extract, 1,2-hexanediol, fragrance, hydroxyacetophenone, ficus carica (fig) fruit extract, glyceryl glucoside, butylene glycol, c12-14 pareth-12, ethylhexylglycerin, octyldodeceth-16, disodium edta, carbomer, tromethamine, hydrogenated lecithin, glycerin, amaranthus caudatus seed extract, ulmus davidiana root extract, ceramide np, limonene, linalool, benzyl salicylate, hydrogenated lecithin, beta-glucan, cellulose gum, disodium edta, sodium hyaluronate, acmella oleracea extract, hydrolyzed hyaluronic acid, amaranthus caudatus seed extract, ulmus davidiana root extract, pentylene glycol, myristic acid, ceramide np, sodium hyaluronate crosspolymer, hyaluronic acid, hydrolyzed sodium hyaluronate.",https://www.atomy.ru/product/R00749,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003371&sortType=POPULAR
R00755,Атоми Гидра Сияние Эссенция | Atomy Russia,,1900,1700,12000,"Hippophae rhamnoides fruit extract, betula platyphylla japonica juice, glycerin, methylpropanediol, niacinamide, 1,2-hexanediol, centella asiatica extract, ficus carica (fig) fruit extract, eclipta prostrata leaf extract, laminaria japonica extract, carbomer, mannitol, tromethamine, hydroxyacetophenone, cellulose, myrothamnus flabellifolia leaf/stem extract, rosa gallica flower extract, ethylhexylglycerin, fragrance (parfum), hydrogenated lecithin, disodium edta, fructooligosaccharides, octyldodeceth-16, beta-glucan, betaine, inositol, trehalose, butylene glycol, propanediol, aqua/water/eau, hydrolyzed hyaluronic acid, ceramide np, hydroxypropyl methylcellulose, ascorbic acid, citric acid, tocopheryl acetate.",https://www.atomy.ru/product/R00755,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R00756,Атоми Гидра Сияние Крем | Atomy Russia,,1750,1600,11000,"Hippophae rhamnoides fruit extract, betula platyphylla japonica juice, glycerin, hydrogenated polyisobutene, methylpropanediol, cetearyl ethylhexanoate, niacinamide, 1,2-hexanediol, cetyl alcohol, butyrospermum parkii (shea) butter, dimethicone, glyceryl stearate se, polyglyceryl-3 methylglucose distearate, eclipta prostrata leaf extract, laminaria japonica extract, palmitic acid, methyl trimethicone, stearic acid, fragrance(parfum), centella asiatica extract, ficus carica (fig) fruit extract, butylene glycol, acmella oleracea extract, inositol, trehalose, myrothamnus flabellifolia leaf/stem extract, rosa gallica flower extract, camellia sinensis leaf water, propanediol, allantoin, fructooligosaccharides, aqua/water/eau, hydrogenated lecithin, disodium edta, beta-glucan, carbomer, sodium stearoyl glutamate, tromethamine, sodium hyaluronate, hydrolyzed hyaluronic acid, myristic acid, raffinose, folic acid, ceramide np, cyanocobalamin, ascorbic acid, citric acid, panthenol, palmitoyl pentapeptide-4.",https://www.atomy.ru/product/R00756,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R00757,Атоми Гидра Сияние Набор | Atomy Russia,,3400,3100,23000,,https://www.atomy.ru/product/R00757,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R00776,Атоми Центелла Тонер | Atomy Russia,,1450,1300,10000,"Centella asiatica extract, houttuynia cordata extract, althaea officinalis leaf extract, anthemis nobilis flower extract, foeniculum vulgare (fennel) leaf extract, lavandula angustifolia (lavender) extract, ocimum basilicum (basil) extract, rosmarinus officinalis (rosemary) extract, propylene glycol, pentylene glycol, propanediol, portulaca oleracea extract, water, glycerin, diphenyl dimethicone, triethylhexanoin, eclipta prostrata leaf extract, laminaria japonica extract, methylpropanediol, polyglyceryl-10 myristate, raffinose, butylene glycol, ethylhexylglycerin, acrylates/c10-30 alkyl acrylate crosspolymer, tromethamine, disodium edta, 1,2-hexanediol, beta-glucan, hydrogenated lecithin, polyquaternium-51, avena sativa (oat) kernel extract, cynara scolymus (artichoke) leaf extract, pteris multifida extract, fructooligosaccharides, hydrolyzed hyaluronic acid, sodium DNA.",https://www.atomy.ru/product/R00776,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R00778,Атоми Центелла Крем | Atomy Russia,,1900,1700,12000,"Centella asiatica extract, glycerin, houttuynia cordata extract, diglycerin, methylpropanediol, phenyl trimethicone, althaea officinalis leaf extract, anthemis nobilis flower extract, foeniculum vulgare (fennel) leaf extract, lavandula angustifolia (lavender) extract, ocimum basilicum (basil) extract, rosmarinus officinalis (rosemary) extract, dicaprylyl carbonate, dicaprylyl ether, polyglyceryl-3 methylglucose distearate, isostearyl alcohol, water, butylene glycol cocoate, glyceryl stearate, methyl trimethicone, portulaca oleracea extract, candida bombicola/glucose/methyl rapeseedate ferment, 1,2-hexanediol, madecassoside, eclipta prostrata leaf extract, laminaria japonica extract, acrylates/c10-30 alkyl acrylate crosspolymer, ammonium acryloyldimethyltaurate/vp copolymer, butylene glycol, ficus carica (fig) fruit extract, dipropylene glycol, tromethamine, sodium stearoyl glutamate, xanthan gum, disodium edta, allantoin, ethylcellulose, ethylhexylglycerin, hydrogenated lecithin, fructooligosaccharides, macadamia ternifolia seed oil, amaranthus caudatus seed extract, beta-glucan, ulmus davidiana root extract, ceramide np, ethoxydiglycol, hydrolyzed hyaluronic acid, asiaticoside, asiatic acid, madecassic acid, phytosphingosine, helianthus annuus (sunflower) seed oil, sodium DNA.",https://www.atomy.ru/product/R00778,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R00779,Атоми Центелла Гель для умывания | Atomy Russia,,1300,1200,8000,"Water, potassium cocoyl glycinate, disodium cocoamphodiacetate, acrylates copolymer, disodium laureth sulfosuccinate, glycerin, sodium chloride, 1,2-hexanediol, citric acid, ethylhexylglycerin, centella asiatica extract, ficus carica (fig) fruit extract, prunus amygdalus amara (bitter almond) kernel oil, acmella oleracea extract, chamaecyparis obtusa water, decylene glycol, tromethamine, camellia sinensis leaf extract, hexylene glycol, butylene glycol, disodium edta, pyrus malus (apple) leaf extract, jasminum officinale (jasmine) extract, vanilla planifolia fruit extract, houttuynia cordata extract, polyglyceryl-10 laurate, hydrogenated lecithin, althaea officinalis leaf extract, anthemis nobilis flower extract, foeniculum vulgare (fennel) leaf extract, lavandula angustifolia (lavender) extract, ocimum basilicum (basil) extract, rosmarinus officinalis (rosemary) extract, amaranthus caudatus seed extract, ulmus davidiana root extract, portulaca oleracea extract, torreya nucifera seed oil, ceramide np, sodium DNA.",https://www.atomy.ru/product/R00779,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R00780,Атоми Успокаивающий Солнцезащитный Стик для лица | Atomy Russia,,1100,1000,5000,"Ethylhexyl palmitate, isopropyl palmitate, polyethylene, c12-15 alkyl benzoate, titanium dioxide, synthetic fluorphlogopite, methyl methacrylate crosspolymer, polymethylsilsesquioxane, phenyl trimethicone, butylene glycol dicaprylate/dicaprate, caprylyl methicone, ozokerite, aluminum stearate, polyhydroxystearic acid, calamine, caprylic/capric triglyceride, alumina, citrus aurantium dulcis (orange) oil, polyglyceryl-4 diisostearate/ polyhydroxystearate/sebacate, triethoxycaprylylsilane, citrus nobilis (mandarin orange) peel oil, dehydroacetic acid, stearic acid, litsea cubeba fruit oil, chamaecyparis obtusa water, aloe barbadensis leaf extract, althaea rosea flower extract.",https://www.atomy.ru/product/R00780,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003388&sortType=POPULAR
R01235,Атоми Суперэнергия и Увлажнение для мужчин | Atomy Russia,,2000,1800,13000,"Water, methylpropanediol, cyclopentasiloxane, 1,2-hexanediol, ethylhexyl stearate, glycerin, niacinamide, cetearyl alcohol, polysorbate 60, dimethicone, glyceryl stearate, sorbitan stearate, cellulose gum, fragrance, centella asiatica extract, palmitic acid, stearic acid, hydrogenated coconut oil, althaea officinalis leaf/root extract, anthemis nobilis flower extract, foeniculum vulgare (fennel) leaf extract, houttuynia cordata extract, ocimum basilicum (basil) flower/leaf extract, ficus carica (fig) fruit extract, eclipta prostrata leaf extract, laminaria japonica extract, butylene glycol, ethylhexylglycerin, hydrogenated palm kernel oil, tocopheryl acetate, adenosine, hydrogenated palm oil, disodium edta, hydrogenated lecithin, tromethamine, carbomer, acmella oleracea extract, saccharide isomerate, fructooligosaccharides, amaranthus caudatus seed extract, ulmus davidiana root extract, panthenol, beta-glucan, myristic acid, raffinose, ceramide np, hydrolyzed hyaluronic acid, folic acid, cholesterol, palmitoyl pentapeptide-4.",https://www.atomy.ru/product/R01235,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R01422,Атоми Тушь Сила Объема | Atomy Russia,,1300,1200,6000,"Water, acrylates copolymer, iron oxides(ci 77499), copernicia cerifera (carnauba) wax, beeswax, c14-22 alcohols, palmitic acid, acacia senegal gum, cellulose, hydrogenated polyisobutene, methylpropanediol, 1,2-hexanediol, stearic acid, paraffin, pentylene glycol, tromethamine, alcohol, acrylates/octylacrylamide copolymer, c12-20 alkyl glucoside, jojoba esters, dimethicone, hydroxyethyl cellulose, ethylhexylglycerin, sodium dehydroacetate, myristic acid, glucose, disodium phosphate, glycine soja (soybean) seed extract, polysorbate 60, rubus fruticosus (blackberry) fruit, extract, sodium phosphate.",https://www.atomy.ru/product/R01422,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003387&sortType=POPULAR
R01440,Атоми Подводка-фломастер для глаз | Atomy Russia,,1000,900,4000,"Water, acrylates copolymer, carbon black, methylpropanediol, Laureth-21, 1,2-hexanediol, Alcohol, pentylene glycol, peg-40 hydrogenated castor oil, Phenoxyethanol, Sodium dehydroacetate, citric acid, glycine soja (soybean) seed extract, nigella sativa seed extract, pullulan.",https://www.atomy.ru/product/R01440,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003387&sortType=POPULAR
R01505,Атоми Пилинг пэды | Atomy Russia,,1300,1200,5000,,https://www.atomy.ru/product/R01505,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R01513,Атоми Абсолют Ночная маска 24к золото | Atomy Russia,,3500,3200,20000,"Aqua/water/eau, glycerin, crocus sativus flower extract, dimethicone, 1,2-hexanediol, propanediol, isononyl isononanoate, niacinamide, betaine, bis ethoxydiglycol cyclohexane 1,4- dicarboxylate, leucojum aestivum bulb extract, laminaria japonica extract, eclipta prostrata leaf extract, tromethamine, carbomer, acrylates/c 10-30 alkyl acrylate crosspolymer, ethylhexylglycerin, butylene glycol, fragrance (parfum), centella asiatica extract, ficus carica (fig) fruit extract, gold, withania somnifera root extract, glyceryl acrylate /acrylic acid copolymer, adenosine, fructooligosaccharides, disodium edta, hydrogenated lecithin, beta-glucan, melia azadirachta flower extract, pichia ferment lysate filtrate, caprylyl glycol, melia azadirachta leaf extract, camellia sinensis leaf water, hydrolyzed hyaluronic acid, curcuma longa (turmeric) root extract, ocimum sanctum leaf extract, corallina officinalis extract, ceramide np, raffinose, pentylene glycol, tocopherol, panthenol, cholesterol, hydrolyzed lupine protein, acetyl hexapeptide-8, copper tripeptide 1, palmitoyl tetrapeptide-7, nonapeptide 1, tripeptide- 1, palmitóyl pentapeptide-4, palmitovl tripeptide-1, hexapeptide-9, maltodextrin, lactic acid/ glycolic acid copolymer, polyvinyl alcohol, lysine, palmitic acid, serine, alanine, threonine, glycine, glutamine, arginine, proline, histidine.",https://www.atomy.ru/product/R01513,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R01523,Атоми Абсолют Гидра бальзам | Atomy Russia,,1750,1600,9000,"Nymphaea caerulea flower water, butylene glycol propylene glycol, glycerin, sodium stearate,glycereth-26, aqua/water/eau,niacinamide, 1,2-hexanediol, sodium chloride, penilene glycol, polymethylsilsesquioxane, zanthoxylum bungeanum fruit extract,narcissus tazetta bulb extract,malachite extract, clitoria ternatea flower extract,centella asiatica extract, vaccinium macrocarpon (cranberry) fruit extract, sodium hyaluronate, hydrogenated lecithin, camellia sinensis leaf water,saponins, oleyl alcohol,disteareth-100 ipdi,citric acid, octyldodeceth-16, sodium citrate, polyacrylate crosspolymer-6, ethylhexylglyce rin adenosine, pichia ferment lysate filtrate, propanediol, raffinose, panthenol collagen, cholesterol, hydrolyzed lupine protein tocopherol, ceramide np caprylic/ capric triglyceride hydrolyzed collagen, dipotassium phosphate, tromethamine, polyglyceryl-10 stearate.glycine.potassium phosphate arginine, glutamic acid oligopeptide-i,lactic acid glycolic acid copolymer polyvinyl alcohol alanine palmitic acid, isoleucine serine proline, tyrosine, glutamine, lysine. Valine, aspartic acid, palmitonl tripeptide 5, heapeptide 9, fragrance (parfum) sodium benzoate, potassium sorbate.",https://www.atomy.ru/product/R01523,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R01539,Атоми Акропасс (5 упаковок) | Atomy Russia,,5500,5000,30000,"Hydrolyzed hyaluronic acid, ascorbyl glucoside, glycerin, purified water, sodium hydroxide, palmitoyi tripeptide-5, acetyl octapeptide-3, arginine, lysine polypeptide.",https://www.atomy.ru/product/R01539,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003386&sortType=POPULAR
R01555,Атоми Фреш солнцезащитный лосьон | Atomy Russia,,2900,2600,13000,,https://www.atomy.ru/product/R01555,RUB,RU,https://www.atomy.ru/category?dispCtgNo=2504003388&sortType=POPULAR
